Headlines,Summary,Time
"FATF group to review Pakistan’s performance today
","APG to present Pakistan's report to FATF group meetings, that are to be held from Feb 18 to 22. 
    ",18/02/2019
"Gwadar fishermen warn of protest resumption
","GWADAR: The Gwadar Fishermen Alliance has announced that it will resume its protest from March 1 to protect... 
    ",18/02/2019
"Balochistan wants Centre to protect its rights in deals with S. Arabia
","Provincial assembly passes resolution, demands Centre to take Balochistan lawmakers into confidence before signing MoUs. 
    ",18/02/2019
"Pakistan facing funding challenges in reducing disaster risk: report
","Asian Development Bank suggests that an effective disaster relief strategy should be formed. 
    ",18/02/2019
"Taliban say unable to attend Pakistan talks
","KABUL: The Taliban have postponed an unscheduled round of peace talks with the United States set for Monday (today)... 
    ",18/02/2019
"FIR against Karachi school owner for ‘playing Indian anthem’
","A police officer says the case has been registered on the complaint of a citizen. 
    ",18/02/2019
"Indian group walks away from PSL deal
","DUBAI: The Pakistan Cricket Board (PCB) said on Sunday that IMG Reliance had refused to telecast matches of the HBL... 
    ",18/02/2019
"‘The Democrat group did not contest KUJ polls’
","KARACHI: Senior journalist Tahir Hasan Khan said on Sunday that The Democrat group did not take part in the election... 
    ",18/02/2019
"Rabbani suggests formula for supremacy of parliament
","PPP senator proposes 11-point formula in an open letter to lawmakers. 
    ",18/02/2019
"ACE head summoned in case filed in SC by Lahore mayor
","ISLAMABAD: The Supr­eme Court has summoned Hussain Asghar, who heads Punjab’s Anti-Corruption Establishment ... 
    ",19/02/2019
"Decision to grant Nawaz bail depends on doctors’ advice: IHC
","Court orders Punjab govt to submit former premier’s latest medical report tomorrow. 
    ",19/02/2019
"PPP stays away from meeting with MBS
","Sherry Rehman criticises government for not inviting opposition leaders to official engagements. 
    ",19/02/2019
"Women seek abortions as birth control
","Almost half of all pregnancies in Pakistan — around 4.2 million each year — are unplanned. 
    ",19/02/2019
"Polio vaccination drive begins in 51 districts
","113.3 million children will be administered vaccination drops during the campaign. 
    ",19/02/2019
"Balochistan CM wants Pasni fish harbour relocated
","Jam Kamal proposes reconstruction of fish harbour to protect rights of fishermen. 
    ",19/02/2019
"Pakistan has come out of financial crisis: SBP governor
","State Bank's governor says economic uncertainty in the country has ended. 
    ",19/02/2019
"Ex-governor Gulistan Janjua passes away
","ISLAMABAD: Retired Brigadier Amir Gulistan Janjua, a former governor of erstwhile North-West Frontier Pro­vi­nce,... 
    ",19/02/2019
"Detained archaeologist not produced before NAB chief
","Dr Abdul Samad is under NAB custody for allegedly making illegal appointments. 
    ",19/02/2019
"Torn-up gas bills, barbs fly in rumpus-hit NA
","Murad Saeed criticises opposition for clamouring over arrests; Khaqan Abbasi speaks against NAB actions. 
    ",23/02/2019
"IHC to announce decision on Nawaz’s plea on 25th
","Ex-premier is seeking release on medical grounds in Al-Azizia reference. 
    ",23/02/2019
"FATF chief criticised for failing to take action against Modi
","Senator Rehman Malik says he urged FATF president to take action against Modi for funding RSS. 
    ",23/02/2019
"UNSC urges all states to help India probe Pulwama attack
","UNSC President Anatolio Ndong Mba condemns attack, urges states to ""cooperate actively"" with India. 
    ",23/02/2019
"SC issues guidelines for identification parades by judicial officers
","SC bench headed by CJP Khosa cautions that strict notice would be taken against judicial officers who defy court order. 
    ",23/02/2019
"Five killed in Kalat accident
","KHUZDAR: Five people were killed and one was injured in a head-on collision between a car and a long body container... 
    ",23/02/2019
"Govt takes over seminary linked to JeM
","ISLAMABAD: The Punjab government has taken control of a seminary and a mosque in Bahawalpur associated with the... 
    ",23/02/2019
"Pakistani woman injured by BSF fire dies in Amritsar
","SIALKOT: A Pakistani mentally challenged woman died at a hospital in the Indian city of Amritsar on Friday, reports... 
    ",23/02/2019
"Action planned against Balochistan govt employees taking part in politics
","Government employees found guilty of misconduct could be sacked, sources say. 
    ",25/02/2019
"Ex-CJP seeks new laws to deal with white-collar crime
","Former CJ says he tried to solve problems of both poor and elite and avoided cases of a political nature. 
    ",25/02/2019
"Man killed in Dera Murad Jamali blast
","Five of 18 injured said to be in critical condition 
    ",25/02/2019
"Alyani inaugurates four-day Sibi Mela
","QUETTA: Balochistan Chief Minister Jam Kamal Khan Alyani on Sunday inaugurated the four-day history Sibi Mela during... 
    ",25/02/2019
"Pakistan looking for billions in donations to build dams
","Experts caution charity won’t be enough to build the volume of dams country needs. 
    ",25/02/2019
"Alvi optimistic missing persons issue will be resolved soon
","KARACHI: President Arif Alvi has expressed the hope that the issue of ‘missing persons’ will be resolved soon.... 
    ",25/02/2019
"Defending motherland most sacred act, says COAS
","Gen Bajwa visits troops along Sialkot Working Boundary. 
    ",25/02/2019
"Govt incapable of handling situation with India: Fazl
","BADIN: Chief of his own faction of Jamiat ­Ulema-i-Islam Maulana ­Fazlur Rehman has said that the present... 
    ",25/02/2019
"PM blamed for non-issuance of Saad production order
","Khaqan Abbasi denounces Indian brutalities in held Kashmir. 
    ",25/02/2019
"Norway’s ex-PM asks world to help defuse Pak-India tension
","Speaking to journalists in AJK, Kjell Magne Bondevik urges both countries urged to start dialogue. 
    ",25/02/2019
"Court allows one-time exemption to Pervez Ashraf
","The former premier's counsel says Ashraf is not able to attend the proceedings due to a parliament session. 
    ",03/03/2019
"CS for provision of anti-rabies vaccine in hospitals
","LAHORE: Chief Secretary Yousaf Naseem Khokhar on Saturday took serious notice of dog-bite incidents and... 
    ",03/03/2019
"PFA discards 10,000kg desi ghee
","LAHORE: The Punjab Food Authority (PFA) has discarded 10,000 kilo substandard organic ghee worth Rs10 million of a... 
    ",03/03/2019
"India sends body of Pakistani murdered in Jaipur jail
","New Delhi asked to explain why Pakistani national was not protected in prison 
    ",03/03/2019
"Heavy rains, snowfall in Balochistan leave six dead, dozens injured
","Emergency declared in Qila Abdullah; army help sought; floods in Kech. 
    ",03/03/2019
"PM for vertical buildings, more green spaces in cities
","“The premier said that emphasis on vertical structure was the need of the hour in view of the increased population."" 
    ",03/03/2019
"Supreme Court to take up Mukhtar Mai’s review petition on 6th
","ISLAMABAD: The Supreme Court will take up on Wednesday (March 6) a review petition against the acquittal of 13... 
    ",03/03/2019
"AJK’s unemployment rate put at 10.3pc for 2017-18
","The rate reflects a slight improvement in the job market of the region. 
    ",03/03/2019
"SC to hear appeal in judges’ housing expenses case
","Justice Siddiqi challenges return of his petition by registrar office 
    ",03/03/2019
"Balochistan PA resolutions laud armed forces
","Criticise OIC for inviting India to its foreign ministers’ meeting. 
    ",03/03/2019
"Pakistani intellectual shot dead in Washington
","WASHINGTON: A Pakistani scholar and political activist, Jawaid Bhutto, was shot dead outside a convenience store in... 
    ",03/03/2019
"Policeman gunned down in Karachi
","KARACHI: A police constable was shot dead ahead of the launching of a combing operation by law enforcers in Hijrat... 
    ",03/03/2019
"Two officials arrested
","QUETTA: The anti-corruption department has arrested two officials of Sheikh Zayed Bin Sultan Hospital on allegations... 
    ",04/03/2019
"JF-17, not F-16, used in air combat: report
","The JF-17 is a Chinese-designed fighter jet produced jointly by Pakistan and China. 
    ",04/03/2019
"PPP calls for relief work in rain-hit areas
","ISLAMABAD: Pakistan Peoples Party chairman Bilawal Bhutto Zardari has expressed concern over what he called the ... 
    ",04/03/2019
"Thousands attend funeral of Pakistani inmate killed in Indian jail
","Doctors say ""Shakirullah’s body was badly crushed"". 
    ",04/03/2019
"Kamal backs presidential system
","Major parties including PPP, PML-N have opposed presidential system. 
    ",04/03/2019
"Senate panel to discuss succession certificate bill tomorrow
","Matter was referred to committee by Senate chairman for legislation to provide simple mechanism for relief to the masses 
    ",04/03/2019
"Pakistan, India urged to resolve issues through talks
","Citizens-initiated event was held in different cities globally and was started by peace lovers form India and Pakistan. 
    ",04/03/2019
"Flights from Lahore, Faisalabad resume
","Flights from five other airports, including Sialkot airport, are expected to resume from today. 
    ",04/03/2019
"NA, Senate likely to go back to routine business from today
","Discussion on Pakistan-India tension still on agenda of upper house. 
    ",04/03/2019
"‘Nawaz being politically victimised’
","GILGIT: Gilgit-Baltistan Chief Minister Hafeezur Rehman on Wednesday said that former prime minister Nawaz Sharif ... 
    ",14/03/2019
"Ulema urge govt to bring peaceful outfits into mainstream
","LAHORE: The Muttahida Ulema Board Punjab has urged the government to bring into mainstream the leadership of those... 
    ",14/03/2019
"Child protection bureau in Balochistan planned
","QUETTA: Balochistan Chief Minister Jam Kamal Khan Alyani chaired a meeting of the social welfare department and... 
    ",14/03/2019
"Senate body for review of mobile phones registration system
","Senator Rubina Khalid calls move to charge duty on mobile phones being brought from abroad ""illogical"". 
    ",14/03/2019
"Imran assures ECO of support in re-energising bloc
","Economic Cooperation Organisation includes Pakistan, Iran, Turkey, Afghanistan and six Central Asian Republics. 
    ",14/03/2019
"PIA assured of help in resuming direct flights to US
","Owing to security concerns, US doesn't allow any direct flight that originates at a Pakistani airport into its airspace. 
    ",14/03/2019
"Wrong policies sowed anger among youth: Balochistan CM
","Jam Kamal Alyani says current government's positive policies convinced disgruntled youth to lay down arms. 
    ",14/03/2019
"SC reserves ruling on Bahria Town’s offer of Rs450bn on Malir scheme
","Counsel says total payment will be made in eight years  
    ",14/03/2019
"IHC removes name of rights activist from ECL
","High court, however, allows interior ministry to take appropriate action, including confiscation of her passport. 
    ",14/03/2019
"Senate panel seeks job quota implementation report
","Members find fault with FPSC, say it’s depriving smaller provinces of their share. 
    ",14/03/2019
"Senate body to review CPEC projects tomorrow
","Special committee will also get a briefing on investments being made in Gwadar by Saudi Arabia and UAE. 
    ",14/03/2019
"After the crisis
","There is no doubt that Pakistan and India were perilously close to war. 
    ",14/03/2019
"Political functions in govt colleges banned
","Sources say the decision is taken in view of interference of political parties in educational institutions. 
    ",22/03/2019
"PM aims to fight climate change by planting trees on state land
","The prime minister has pledged that 10 billion trees will be planted across the country over the next five years.  
    ",22/03/2019
"Police chiefs welcome NJPMC decision on FIRs
","Under existing rules, a judicial officer can issue order for registration of FIR in case the SHO refuses to do so. 
    ",22/03/2019
"Complaints against police to be addressed on priority
","Balochistan IGP says Police Reforms Committee has given highest priority to addressing public complaints against police. 
    ",22/03/2019
"CM orders availability of polio drops in health centres
","Says Balochistan will soon be made a polio-free province. 
    ",22/03/2019
"Two more jailed for life in Mashal lynching case
","Two accused students acquitted due to lack of evidence 
    ",22/03/2019
"Pakistan has highest gender wage gap in world
","Without increasing women’s participation, Pakistan cannot meet its development targets. 
    ",22/03/2019
"NAB asks Sindh CM to testify on 27th
","Sindh Chief Minister Murad Ali Shah has been summoned in the fake bank accounts and money laundering case. 
    ",22/03/2019
"Senate panel wants PTDC’s properties leased out to private sector
","Expresses displeasure over not getting details of expenses incurred on Saudi prince’s visit. 
    ",22/03/2019
"Imran thanks NZ PM for humane handling of post-attacks situation
","ISLAMABAD: Prime Minister Imran Khan on Thursday called his New Zealand counterpart Jacinda Ardern to thank her for... 
    ",22/03/2019
"Ex-ministers skip hearing in Nandipur reference
","Both Asif and Qamar are prosecution witnesses named by NAB in the Nandipur reference. 
    ",22/03/2019
"Opposition urged to review NAP briefing boycott decision
","“Is it not the responsibility of the entire national leadership to deliberate on the difficult situation?"" Qureshi asks. 
    ",22/03/2019
"Facebook beefs up efforts to fight cyber harassment
","Representative of social media giant says Facebook wants to ""do more to help"" victims. 
    ",23/03/2019
"Mentally ill death row prisoner dies in hospital
","LAHORE: A mentally ill prisoner, who spent the last 16 years of his life on death row waiting for justice, died of... 
    ",23/03/2019
"Muslim nations call for measures against Islamophobia
","Qureshi says four of six points in OIC declaration were proposed by Pakistan  
    ",23/03/2019
"Absence of bureaucrat from meetings irks Senate panel head
","Rehman Malik, head of Standing Committee on Interior, warns he will issue an arrest warrant if official doesn't show up. 
    ",23/03/2019
"SC settles dispute over seniority of Lahore High Court judges
","Judge's appointment in superior court will only be considered complete after he takes oath of his office, says verdict. 
    ",23/03/2019
"Elite capture of policymaking hobbles governance
","Pakistan will need to be both accountable democracy... 
    ",23/03/2019
"Quetta road projects approved
","QUETTA: The Balochistan government on Friday approved construction and repair of different roads of the city under... 
    ",23/03/2019
"Former Sindh CM seeks pre-arrest bail in fake accounts case
","Qaim was named in a JIT report and among 172 people whose names were to be put on the no-fly list  
    ",26/03/2019
"Hundreds of Muslims rally outside White House post-NZ attack
","After Christchurch terror attacks, American Muslims are increasingly feeling the need to reach out to wider community. 
    ",26/03/2019
"Intra-Kashmir travel, trade remain suspended
","A meeting to sort out issues was cancelled by IHK authorities for unknown reasons  
    ",26/03/2019
"Balochistan opposition demands release of development funds
","QUETTA: Opposition parties in the Balochistan Assembly on Monday alleged that the government had failed to fulfil ... 
    ",26/03/2019
"CJP wants logical end of treason trial against Musharraf
","SC to intervene if special court fails to decide case 
    ",26/03/2019
"Minister promises ‘healing touch’ for people of tribal areas
","ISLAMABAD: Minister of State for Interior Shehryar Khan Afridi on Monday said the state was actively taking steps to... 
    ",26/03/2019
"Govt ready to brief parliament on NAP: Qureshi
","Foreign minister says he will soon contact opposition parties as he has no ""ego issue"". 
    ",26/03/2019
"SC unveils mechanism to monitor hearings in criminal cases
","ISLAMABAD: The Supreme Court has put in place a mechanism to monitor trial of criminal cases across the country ... 
    ",26/03/2019
"Mother, five children buried alive in roof collapse
","QUETTA: A woman and her five children — four sons and a daughter — were killed when the roof of their house... 
    ",26/03/2019
"A regional counter narrative
","By focusing only on north-south axis will boost the GDP between $6-24bn over the next 30 years. 
    ",26/03/2019
"Sadpara to attempt Makalu Peak in Nepal
","GILGIT: Renowned mountaineer Mohammad Ali Sadpara on Tuesday started his journey to Nepal to attempt to summit... 
    ",27/03/2019
"Varsity official shot dead
","QUETTA: Armed men shot dead a senior official of the Balochistan University (BU) here on Tuesday. Police said the... 
    ",27/03/2019
"Woman, three others blow themselves up
","QUETTA: Four suicide bombers, one of them a woman, blew themselves up during a raid conducted by security personnel... 
    ",27/03/2019
"Pakistan opens airspace for all flights
","Now flight operations for international and domestic routes will be resumed but transit flights will stay suspended. 
    ",27/03/2019
"Pleas against transfer of fake accounts case not maintainable, NAB tells SHC
","Says trial court order in case against Zardari and others is in accordance with SC directives. 
    ",27/03/2019
"Qaim granted pre-arrest bail in fake accounts case
","Fearing arrest by NAB, ex-CM seeks bail on grounds of old age. 
    ",27/03/2019
"Pakistani-Canadians pledge $2.5m for dams
","PTI media department particularly mentions a minor girl who donated her earrings for the cause. 
    ",27/03/2019
"LHC orders removal of Shahbaz’s name from ECL
","Two-judge bench asks NAB if it has documentary evidence against petitioner 
    ",27/03/2019
"Mengal calls on PM to discuss coalition matters
","Experts believe that the two must have discussed implementation of the six-point agreement between the BNP and the PTI. 
    ",27/03/2019
"NAB recommends travel ban on ex-PM Abbasi
","Former prime minister appears before anti-graft watchdog in LNG case. 
    ",27/03/2019
"Jobs being sold in GB, allege legislators
","GILGIT: The members of Gilgit-Baltistan Assembly have said that government posts are being sold out to candidates in... 
    ",29/03/2019
"Army chief vows help for Balochistan govt, people
","COAS Gen Qamar Javed Bajwa expresses satisfaction over the overall security situation of Balochistan. 
    ",29/03/2019
"Man on ATA list kidnapped in Rawalpindi
","Farrukh Imtiaz Khokhar is on ATA's Fourth Schedule since November. 
    ",29/03/2019
"Shahbaz assails PM over indirect ECP consultation
","Foreign minister discusses with prime minister the appointment of ECP members and the planned briefing to political 
    ",29/03/2019
"Lawyers observe strike against NJPMC’s decision
","LAHORE: The legal fraternity on Thursday obser­ved a countrywide strike against decisions of the Nati­onal ... 
    ",29/03/2019
"Zardari, Faryal granted pre-arrest bail in fake accounts case
","IHC asks NAB to submit reply to petitions filed by ex-president, his sister by April 10 
    ",29/03/2019
"Three Chinese towns named sister cities to Karachi, Gwadar, Multan
","Move is meant to strengthen bond of friendship between China and Pakistan. 
    ",29/03/2019
"Rahat thanks Oxford for honorary degree
","KARACHI: Renowned singer Rahat Fateh Ali Khan has said that he is very much optimistic about the future of Pakistani... 
    ",29/03/2019
"AJK president seeks UN help to stop bloodshed in occupied Kashmir
","Says imprisonment of Hurriyat leaders by India unjustified 
    ",29/03/2019
"Probe into social media criticism on VVIP visit revived
","Earlier such inquiry was thwarted by govt in February 
    ",29/03/2019
"IHC forms body to probe forced conversion charges
","Medical board to be constituted to determine age of two sisters belonging to Hindu family of Ghotki 
    ",03/04/2019
"Govt, opposition at odds after ex-IB chief sworn in as minister
","The government on Friday appointed former IB chief Ijaz Shah as the federal minister for parliamentary affairs. 
    ",03/04/2019
"Ready to face any challenge: Bilawal
","LARKANA: Referring to the transfer of the fake bank accounts case from a banking court in Karachi to the... 
    ",03/04/2019
"Minister orders crackdown on firms increasing medicine prices
","The government has been facing criticism over the increase in the prices of medicines. 
 
    ",03/04/2019
"SC decides to determine definition of terrorism
","CJP regrets many offences of serious nature referred to military or anti-terrorism courts only to keep people satisfied 
    ",03/04/2019
"SC seeks banks’ data in Asghar Khan case
","SC orders FIA to come up with a report highlighting banks showing reluctance to offer the information.  
    ",03/04/2019
"Compensation for losses in Indian shelling to be increased
","The AJK cabinet decides that Rs1 million will be given to the family of each martyr at the LoC. 
    ",03/04/2019
"Move to appoint retired LHC judge in SC opposed
","QUETTA: Supreme Court Bar Association (SCBA) president Aman­ullah Kanrani has rejected the decision to appoint a... 
    ",03/04/2019
"PM, Ulema discuss madressah reforms
","ISLAAMABAD: Prime Minister Imran Khan met a delegation of senior Ulema at PM Office on Tuesday to advance the... 
    ",03/04/2019
"Balochistan extends ban on Pashteen’s entry
","The ban has been extended for 90 days. 
    ",03/04/2019
"28 held for illegal forest cutting in Diamer
","GILGIT: The authorities arrested 28 persons allegedly involved in illegal forest cutting during a search operation ... 
    ",11/04/2019
"IHC extends interim bail of Zardari, sister
","Directs NAB to furnish details of ongoing, pending inquiries against former president  
    ",11/04/2019
"Unfair criticism preferable to silence, observes SC judge
","Court’s attention drawn to criticism in a TV talk show over awarding of the contract for Mohmand dam. 
    ",11/04/2019
"PPP assails Imran’s ‘desire’ for  Modi’s victory in polls
","""It seems that Imran Khan has become an election agent of Narendra Modi,"" says MNA Dr Nafisa Shah.  
    ",11/04/2019
"Balochistan minister disqualified for  possessing fake degree
","QUETTA: The Election Commission of Pakistan (ECP) on Wednesday disqualified Balochistan Minister for Industries... 
    ",11/04/2019
"HRCP sees dismal situation of democratic practices in Pakistan
","Minister says it has become a trend to speak against the army 
    ",11/04/2019
"Hamza gets bail in two inquiries
","LAHORE: The Lahore High Court (LHC) on Wednesday granted interim pre-arrest bail to Leader of the Opposition in the... 
    ",11/04/2019
"Army chief salutes sacrifices of martyrs
","RAWALPINDI: Chief of the Army Staff Gen Qamar Javed Bajwa has said that the nation owes peace to the devotion of... 
    ",11/04/2019
"Bus service project approved for Quetta
","QUETTA: The Balochistan government on Tuesday approved the pilot project of Quetta Green Local Bus Service. 

A... 
    ",11/04/2019
"India can’t mislead Kashmiris now: Fakhar
","ISLAMABAD: Syed Fakhar Imam, who heads the Parliamentary Committee on Kashmir, said on Wednesday that the days were... 
    ",11/04/2019
"Interim relief announced for newspaper employees
","ISLAMABAD: The Wage Board has announced an interim relief for newspaper employees ranging between Rs5,000 and ... 
    ",11/04/2019
"IMF may delay visit as bailout talks still going on
","Sources say IMF officials are also seeking details of CPEC. 
    ",15/04/2019
"Hazara protesters want PM Khan to visit victims' families
","Many points of NAP not being implemented, say protesters as sit-in continues for another day. 
    ",15/04/2019
"Structured dialogue will help ensure durable peace: Pak envoy
","High Commissioner says Islamabad is committed to completing physical infrastructure for Kartarpur corridor project 
    ",15/04/2019
"Minister dispels talk about presidential system as rumours
","Fawad Chaudhry says it is “a non-issue” being discussed only on social media.
 
    ",15/04/2019
"Kashmir a trilateral issue, says AJK president
","Khan says the future of Kashmir should be decided through the democratic method of a free and impartial plebiscite. 
    ",15/04/2019
"PML-N, PPP term ministers’ tirade attempt to divert attention from ‘real issues’
","Marriyum Aurangzeb asks the premier to stop embarrassing his office by pointing fingers and levelling false accusations. 
    ",15/04/2019
"Hindu pilgrims stranded in Balochistan rescued
","The devotees were en route to Kachhi on camels to celebrate the Baisakhi festival. 
    ",15/04/2019
"Economy can’t be fixed in days, says Qureshi
","Says price hike is the result of PML-N government’s bad governance and corruption 
    ",15/04/2019
"Investigation launched into 20 cases: NAB
","QUETTA: The National Accountability Bureau (NAB), Balochistan, in a quarterly report released on Sunday, said the... 
    ",15/04/2019
"Award to be given after consensus of newspaper owners, workers: Wage Board chief
","LAHORE: Justice Hasnat Ahmad Khan, Chairman of the Wage Board for newspaper workers, said on Sunday he would ... 
    ",15/04/2019
"Mengal visits protesting Hazaras
","QUETTA: Balochistan National Party-Mengal (BNP-M) president Sardar Akhtar Mengal has condemned Friday’s suicide... 
    ",15/04/2019
"WB to loan $100m for Karachi’s water supply, sanitation projects
","A World Bank team is expected to appraise the project submitted by the Sindh government later this month. 
    ",15/04/2019
"Parliament role in state functioning defended
","Rabbani's remarks come after CJP Khosa regretted that the parliament did not accord priority to the justice system. 
    ",16/04/2019
"Journalist’s  pre-arrest bail extended
","Case pertains to alleged cyber terrorism, electronic forgery and defamatory remarks about institutions
 
    ",16/04/2019
"Jordanian officer calls on army chief
","ISLAMABAD: Maj Gen Nassar Al Athamneh, Chief of the Staff of Strategic Planning and Defence Resources of Jordan ... 
    ",16/04/2019
"Navy launches mangroves plantation campaign
","The campaign is an effort to plant two million mangroves in the coastal areas of Sindh and Balochistan. 
    ",16/04/2019
"SC regrets state failure over free, quality education
","CJP says state duty bound to provide free education, vacuum filled by others when state fails. 
    ",16/04/2019
"Situationer: For Hazaras, stepping out of their homes is a luxury
","They do not come out because they are afraid of being shot.
 
    ",16/04/2019
"Miftah Ismail files  pre-arrest bail plea in IHC
","Ex-minister fears arrest by NAB in liquefied natural gas case. 
    ",16/04/2019
"26 ex-army officers allowed to appear on media as defence analysts
","According to a notification issued by the ISPR, the analysts' views are not attributable to the institution. 
    ",16/04/2019
"Human rights put on the back burner in election year: report
","HRCP's annual report 2018 documents a startling curtailment of individual and collective freedom of expression.  
    ",16/04/2019
"Shehryar Afridi to head ‘devolved’ ministry
","The Ministry of States and Frontier Regions (Safron) was devolved in the second meeting of the cabinet. 
    ",20/04/2019
"Acres of grabbed  land vacated
","QUETTA: District officials in different areas of Balochistan during a week-long drive against illegal encroachment... 
    ",20/04/2019
"Ex-secretary held by NAB in RPP case
","ISLAMABAD: The Nat­ional Accountability Bur­eau (NAB) on Friday arrested former petroleum secretary Shahid Rafi in... 
    ",20/04/2019
"AJK president praises armed forces for defending country
","""The nation is proud of the armed forces for the way they dealt with India’s cowardly act of aggression."" 
    ",20/04/2019
"Immunisation week in Balochistan from 24th
","QUETTA: Balochistan Governor Amanullah Khan Yasinzai has asked the health department and non-governmental... 
    ",20/04/2019
"Analysis: A leap back to 1962
","The present cabinet reshuffle may be taken as a step towards establishment of a de facto presidential system. 
    ",20/04/2019
"Babar Awan seeks acquittal in Nandipur reference
","Earlier, Awan had unexpectedly withdrawn his acquittal plea when accountability court was about to pass a verdict. 
    ",20/04/2019
"War not an option for  resolving issues: Qureshi
","FM says Pakistan and India will have to decide how they can end their disputes and live in peace.  
    ",20/04/2019
"KP combats poppy cultivation with US assistance
","US has provided an overall $5.1 million grant to the provincial government to combat poppy cultivation. 
    ",20/04/2019
"SC overturned death penalty in 78pc cases: report
","Apex court cites unreliable testimonies, involuntary confessions, manipulated evidence and lack of motive as reasons. 
    ",20/04/2019
"Bilawal lambastes PTI govt’s economic policies
","Says govt should not use services of ISPR for political statements 
    ",30/04/2019
"CJP approves release of funds to IHC, judicial academies
","CJP Khosa reiterates that the under-resourced judiciary will be strengthened and supported through the AJDF.  
    ",30/04/2019
"PML-N presents nine demands to prime minister
","The party has demanded that the PM must explain the reasons for the cabinet reshuffle, says Marriyum Aurangzeb. 
    ",30/04/2019
"SC to take up issues of security of judges’ tenure, independence later
","SC disposes of Justice Farrukh’s petition since he had not pressed for his petition in view of some subsequent events. 
    ",30/04/2019
"AJK traders protest Indian decision to suspend barter trade
","The suspension of intra-Kashmir trade was announced by India in a unilateral move on April 18. 
    ",30/04/2019
"New body proposed to maximise CPEC’s potential
","Sherry Rehman underlines the need to focus on four Cs to maximise CPEC’s potential. 
    ",30/04/2019
"NAB approves reference against ex-Sindh minister
","President Alvi meets with NAB chairman, who called on him to present the bureau’s annual report.  
    ",30/04/2019
"Two educational projects completed in eight months: CM
","Alyani says the province has been deprived of development due to the wrong planning of the previous government.  
    ",30/04/2019
"Man found murdered in car
","KARACHI: A young man was found dead in the trunk of a car in Gulistan-i-Jauhar on Monday night, according to ... 
    ",30/04/2019
"Two security men martyred in North Waziristan attacks
","According to official sources, militants opened fire on a checkpost in the Sheen Kandai area of Dattakhel tehsil. 
    ",30/04/2019
"Clarification
","Apropos a report titled ‘Inmates with mental disorders increasing’ published in Dawn on Sunday, the Justice... 
    ",30/04/2019
"Senators slam govt for taking $1.88bn loans in five months
","Opposition senator terms economic situation in ‘Naya Pakistan’ horrendous, with four million more people feared to ... 
    ",01/05/2019
"Activists in shock over tobacco firm’s donation for dams fund
","Regional director of the British American Tobacco meets PM, presents a cheque for Rs5m for 
dams fund. 
    ",01/05/2019
"IHC extends Qaim’s bail in fake accounts case till 8th
","Counsel for Faryal Talpur seeks more time to advance arguments in kickbacks case.  
    ",01/05/2019
"Decision on Awan’s acquittal in Nandipur reference deferred
","No reason was given by the judge for the new date.   
    ",01/05/2019
"Provinces directed to ensure recovery of groundwater cess
","Despite court orders, no committee formed so far to monitor use of groundwater, SC told 
    ",01/05/2019
"SC urged to form judicial commission to probe Sahiwal incident
","Petitioner says performance of JIT constituted to investigate killing of four people is ‘doubtful’  
    ",01/05/2019
"Rulers not heeding BNP’s voice, says Mengal
","KHUZDAR: Sardar Akhtar Jan Mengal, the president of the Balochistan National Party-Mengal (BNP-M), has said that his... 
    ",01/05/2019
"PTM’s demands ‘justified’: Zardari
","ISLAMABAD: A delegation led by Pashtun Tahaffuz Movement-backed independent MNA Mohsin Dawar called on Pakistan... 
    ",01/05/2019
"SC has disposed of 6,169 cases this year so far
","ISLAMABAD: A full court meeting of the Supreme Court on Tuesday expressed satisfaction that the top court has ... 
    ",01/05/2019
"GB opposition leader sent to jail for torturing magistrate
","GILGIT: The Gilgit-Baltistan anti-terrorism court on Tuesday suspended the bail of GB opposition leader Captain... 
    ",01/05/2019
"Pre-arrest bail of journalist confirmed
","KARACHI: A district court on Tuesday confirmed an interim pre-arrest bail of journalist Shahzeb Jillani in a case... 
    ",01/05/2019
"Former member of peace committee killed in IED blast
","GHALANAI: A former member of a local peace committee was killed when an improvised explosive device (IED) went off ... 
    ",01/05/2019
"Efforts on to make Pakistan an Islamic welfare state, says PM
","Lays foundation stone of Sheikh Abdul Qadir Jilani University near Jhelum 
    ",06/05/2019
"Induction of chief judge into GB supreme appellate court opposed
","GILGIT: Lawyers have opposed the induction of a chief judge into the Gilgit-Baltistan (GB) supreme appellate court... 
    ",06/05/2019
"Balochistan govt working on 450 uplift schemes: Alyani
","QUETTA: Balochistan Chief Minister Jam Kamal Khan Alyani has said that his government is working on 450 development... 
    ",06/05/2019
"Soldiers martyred in Gyari remembered
","GILGIT: A function was held at the headquarters of the Force Command Northern Areas (FCNA) on Sunday to pay homage ... 
    ",06/05/2019
"Journalist’s killing deplored
","KARACHI: The Pakistan Federal Union of Journalists (Afzal Butt group) has condemned the killing of journalist Ali... 
    ",06/05/2019
"Experts review CPEC trade activities
","A proposal to open the Pak-China border seven days a week also considered.  
    ",10/05/2019
"Officials see TTP offshoots behind Data Darbar blast
","The death toll of the Data Darbar blast rose to 11 on Thursday. 
    ",10/05/2019
"Senate panel wants PTCL pensioners’ arrears cleared before Eid
","ISLAMABAD: A parliamentary committee on Thursday directed the Pakistan Telecommunication Emplo­yees Trust (PTET) to... 
    ",10/05/2019
"Govt failure to get Pakistani fishermen released from Indian jails slammed
","Fishermen’s Cooperative Society warns of agitation if its demands are not met. 
    ",10/05/2019
