Summary,Time,label
"MULTAN, Jan 21: Punjab police on Saturday constituted a five-member committee to investigate the case of two workers of a German non-profit organisation who had been kidnapped from their residence in Multan on Thursday. 
    ",21/01/2012,crime
"SHEIKHUPURA, Jan 21: Two family members were killed while as many others were injured in a head-on collision between a car and a jeep on Muridke Road on Saturday. 
    ",21/01/2012,other
"KASUR, Jan 21: Protesters set fire to a minivan after it crushed two students to death on Depalpur Road near Khudian on Saturday. 
    ",21/01/2012,other
"GUJRANWALA, Jan 21: A bank manager was shot dead while resisting a dacoity bid in Allama Iqbal Colony, Dhulley, on Saturday. 
    ",21/01/2012,crime
"TOBA TEK SINGH, Jan 21: Over a dozen dacoits took away valuables worth over Rs1. 
    ",21/01/2012,crime
"VEHARI, Jan 21: A number of students of classes V and VIII have complained that the Punjab Examination Commission (PEC) has issued them faulty roll number slips. 
    ",21/01/2012,other
"KARACHI, Jan 20: Mairaj Mohammad Khan, one of the founders of Pakistan People’s Party, has filed a Rs100 million defamation suit in the Sindh High Court against the owner and two employees of a news channel. 
    ",21/01/2012,crime
"HYDERABAD, Jan 22: The first public meeting of the much-talked about ‘Tabdili Pasand’ group of Sindh drew crowds from different parts of the province on Sunday, with leaders like Ali Qazi and Marvi Memon vowing to continue “their campaign for change”. 
    ",22/01/2012,other
"WASHINGTON, Jan 22: Media reports quoted Farahnaz Ispahani as saying that if the government had not provided extra security to her husband, the army would have kidnapped and made Husain Haqqani an approver against President Asif Ali Zardari. 
    ",22/01/2012,other
"QUETTA, Jan 22: Balochistan Governor Nawab Zulfiqar Ali Magsi has asked the government to take action against influential elements backing criminals involved in kidnappings for ransom, highway robberies and other heinous crimes. 
    ",22/01/2012,crime
"ISLAMABAD, Jan 22: Cases of gas stealing filed by the Sui Northern Gas Pipelines (SNGPL) last year against some 60 gas station and factory owners in the city, and in Rawalpindi, look like boomeranging on the company itself. 
    ",22/01/2012,crime
"RAWALPINDI, Jan 22: Whether the rally held here on Sunday for the defence of Pakistan was to revive the Jihadi spirit of the 1980s or to voice genuine concern at the threats that government policies may pose in the long-term would be known later, but the  
    ",22/01/2012,other
"CHAKWAL, Jan 22: Three persons were killed and 16 other received serious injuries as a trailer hit Faisalabad-bound passenger bus in the Salt Range area of Kallar Kahar on Sunday. 
    ",22/01/2012,crime
