Headlines,Summary,Time
Four gunned down in Turbat,"GWADAR: Four men were killed and two others injured in various incidents in Turbat town on Sunday, police... 
    ",03/08/2015
Lawyer shot dead in Karachi,"KARACHI: A lawyer was killed and his friend injured in an attack on  the main University Road here on Sunday night,... 
    ",03/08/2015
Two killed in Khuzdar,"KHUZDAR: Two men were shot dead in their house in Naal area of Khuzdar district on Sunday. According to Levies ... 
    ",03/08/2015
Man killed in road accident,"KHUZDAR: One devotee was killed and 14 others were injured when their truck returning to Karachi from a shrine in... 
    ",10/08/2015
Three killed in accidents,"QUETTA: Three people were killed in different traffic accidents and a man was found murdered on Sunday.Levies... 
    ",17/08/2015
Indian BSF firing: Pakistani woman killed,"Woman killed, eight others wounded in the latest shelling by India from across LOC: officials. 
    ",17/08/2015
"Blast kills driver, wounds tribal elder, two others","KHAR: A man was killed and three others injured when their vehicle came under a bomb attack early on Monday morning... 
    ",01/09/2015
Prayer leader killed in Jhal Magsi attack,"DERA MURAD JAMALI: A prayer leader was killed and another man was injured when unidentified attackers opened fire on... 
    ",14/10/2015
Policeman among three killed,"KHUZDAR: Three people, among them a policeman, were killed in firing and road accidents in Surab area of Kalat... 
    ",14/10/2015
Four suspected militants held,"GWADAR: Four suspected militants were arrested on Saturday, security officials said. According to a Frontier Corps... 
    ",19/10/2015
Man killed,"DERA MURAD JAMALI: A man was shot dead in Goth Mohammad Husan of Jaffarabad district on Sunday.Levies officials said... 
    ",19/10/2015
"Woman killed, 10 injured as bus falls into ditch","GWADAR: A woman was killed and 10 others were injured when a passenger coach fell into a ditch in the Tump area of... 
    ",03/11/2015
Paris street ‘named’ after slain Pakistani journalist,"Reporters Sans Frontie­res renames 12 Parisian streets after journalists who were murdered, tortured or disappeared. 
    ",03/11/2015
Four suspected terrorists killed,"KARACHI: Four suspected terrorists were killed in a shootout with the Rangers late on Tuesday, a spokesman for the... 
    ",25/11/2015
22 kidnapped passengers freed,"Armed men intercepted a coach carrying around 25 people in Nalaint area of Pasni and took away 22 passengers after 
    ",26/11/2015
Policemen injured in Quetta attack,"QUETTA: At least three policemen were injured in a roadside bomb blast in Killi Qambrani area on the outskirts of... 
    ",26/11/2015
Three ‘militants’ killed in Mashkay gunbattle,"QUETTA: Three suspected militants were killed and many others injured in a gunbattle with security forces in Mashkay... 
    ",14/12/2015
Man gunned down,"QUETTA: A man was shot dead here on Sunday with police suspecting that an old enmity was the motive for the... 
    ",21/12/2015
Man dies as sugar sacks fall on car,"KARACHI: A man was killed and his two brothers were injured when sugar  sacks from a moving truck fell on their car... 
    ",31/12/2015
Man dies in accident ,"GWADAR: A man was killed and five others, among them a local leader of Jamiat Ulema-i-Islam-Ideological, were ... 
    ",31/12/2015
Three killed as pick-up overturns,"DERA MURAD JAMALI: Two women and a girl child were killed and 10 others injured when their pick-up overturned near... 
    ",07/01/2016
Man dies in accident,"KHUZDAR: A passenger was killed and 13 others were injured in a road accident on the Quetta-Karachi National Highway... 
    ",07/01/2016
Tremors jolt parts of Khuzdar district,"Khuzdar: Panic gripped a town in Khuzdar district when a moderate-intensity earthquake hit the area on Friday night.... 
    ",16/01/2016
"Man kills daughter, her ‘paramour’ for ‘honour’ in Jaffarabad","Accused arrested along with the weapon used in the crime. 
 
    ",16/01/2016
 Bacha Khan University teachers forced to go on battlefront to save students’ futures,"""After repeated requests, the police threw me a pistol and I fired some shots at the terrorists."" 
    ",22/01/2016
Three men held,"DERA MURAD JAMALI: Three bandits have been arrested in Usta Muhammad area of district Jaffarabad. Police found... 
    ",22/01/2016
Four killed in rocket attack,"Six rockets, fired from the Afghan side of the border, hit a shop in Angoor Adda in South Waziristan. 
    ",22/01/2016
Two shot dead in Quetta ‘encounter’,"QUETTA: Two `attackers’ were killed and a policeman was injured in an exchange of fire in Sariab road area late on... 
    ",30/01/2016
Man killed as trucks collide on National Highway,"DERA MURAD JAMALI: One person was killed and four others were injured in a collision between two trucks at the... 
    ",30/01/2016
Two killed for ‘honour’,"Ali Brohi kills his sister and her alleged paramour in district Sohbatpur. 
    ",05/02/2016
Soldier killed in ambush,"DERA MURAD JAMALI: A Frontier Corps (FC) man was killed and two others were injured in an attack in Chattar area of... 
    ",05/02/2016
"Two Levies men, boy gunned down","QUETTA: Two Levies personnel and a young boy were killed and two others injured in an attack on a house in Barkhan... 
    ",18/02/2016
Two drug peddlers arrested,"KHUZDAR: Two suspected drug peddlers were arrested here on Sunday.A police team headed by the Station House Office,... 
    ",22/02/2016
Six suspects arrested,"QUETTA: Six militants suspected of having links with banned organisations were arrested by Frontier Corps personnel... 
    ",25/02/2016
Three ‘militants’ killed,"KARACHI: Rangers killed three suspected militants in an ‘encounter’ here on Wednesday evening. A spokesperson ... 
    ",25/02/2016
Man shot dead in Jaffarabad,"DERA MURAD JAMALI: A man was killed and his brother injured in an attack in Usta Mohammad area of Jaffarabad ... 
    ",08/03/2016
"3 killed in Uthal, Kalat incidents","KHUZDAR: Three people were killed and another fell unconscious in different incidents in Uthal and Kalat on... 
    ",14/03/2016
Man dies in Khuzdar road accident,"KHUZDAR: A man was killed and another injured in a road accident near Acharabad area of Khuzdar district on... 
    ",15/03/2016
Two suspected militants killed in Kech,"GWADAR: Two suspected militants were killed in an exchange of fire with security forces in Zardaan area of Kech... 
    ",21/03/2016
Man shot dead,"DERA MURAD JAMALI: A man was shot dead in Goth Aziz Lehri Nasirabad district on Sunday.According to police, Ali... 
    ",21/03/2016
Two gangsters killed in shootout ,"KARACHI: Two suspected gangsters were killed in a shootout with police in Mochko area of the city on Thursday. An... 
    ",01/04/2016
"Former ETPB chairman arrested in Dubai, handed over to Interpol","Hashmi has reportedly been arrested by the Dubai police, which handed him over to Interpol. 
    ",06/04/2016
Police kill two ‘militants’,"KARACHI: Two suspected militants were killed in a shootout with police in Gulshan-i-Maymar area on Tuesday night. ... 
    ",06/04/2016
Two killed in train bomb attack,"It was an IED which was detonated by a remote control. The blast blew up a major portion of the track, said police. 
    ",06/04/2016
Police sub-inspector shot dead,"QUETTA: A police sub-inspector was shot dead in Killi Geo, a locality on the outskirts of the city, on ... 
    ",06/04/2016
Accident claims three lives,"KHUZDAR: Three pilgrims were killed and 20 others injured when a coach taking them to Shah Noorani overturned on... 
    ",11/04/2016
Operation against outlaws continues in Kacha Jamal area,"Local people confirmed heavy shelling on the hideouts of the gangsters who had not surrendered. 
    ",22/04/2016
Accident leaves 8 dead,"QUETTA: Eight people, including a woman, were killed and 38 others injured when a coach carrying a wedding party... 
    ",23/05/2016
Two ‘militants’ killed in Karachi,"The suspected militants were allegedly involved in the murder of an MQM lawmaker and over 20 others, including police. 
    ",29/05/2016
Three Pakistani brothers held in Spain ,"MADRID: Spanish police arrested on Friday three Pakistani brothers suspected of spreading extremist propaganda via... 
    ",02/07/2016
What severed Christian man’s hands – religion or accident? ,"Masih says that some Muslim men had chopped his hands off for not converting to Islam, police doubt his version. 
    ",13/07/2016
Nine suspects arrested in Balochistan raids,"QUETTA: Frontier Corps and police arrested nine suspects and seized illegal arms and ammunition during raids... 
    ",26/07/2016
Three die as truck hits rickshaw,"QUETTA: Two women and a child were killed and six others injured when a dumper truck carrying earth for a... 
    ",26/07/2016
Tribal elder killed in Hub,"Armed men barged into the house of Mr Bizenjo near Asad Chowk and opened fire on him, a police official said. 
    ",28/07/2016
"SHO killed, three officials injured in Swabi attacks","SWABI: An additional SHO was shot dead by assailants on a motorcycle while three police personnel were injured in an... 
    ",16/08/2016
Three girls drown,"KHUZDAR: Three girls drowned in a pond in Muridani Goth, Lasbela district, on Monday.According to police, the young... 
    ",16/08/2016
Five killed in attack; four bodies found,"QUETTA: Five people, including a woman, were killed in Harnai district and bodies of four kidnap victims were found... 
    ",21/08/2016
Four die as transmission wire falls in Khuzdar,"KHUZDAR: Two women and two children were killed and three others injured when a wire from a high-po­wer ... 
    ",06/09/2016
Two ‘militants' killed in Swabi encounter,"SWABI: Two suspected militants were killed and a police officer was injured in an encounter here on Friday. Talking... 
    ",10/09/2016
Man shot dead in Karachi,"KARACHI: A member of Bohra community was shot dead and another injured in North Nazimabad area here on Friday night,... 
    ",10/09/2016
Samia Shahid murder case adjourned,"JHELUM: A court on Saturday adjourned the case of a British-Pakistani woman’s murder until Sept 23 to give police... 
    ",18/09/2016
"‘Militant’ killed, another injured","GWADAR: A suspected militant was killed and another was injured and arrested after an exchange of fire with police ... 
    ",21/09/2016
Quetta shooting: body handed over to heirs,"QUETTA: The body of a woman killed in firing at a bus by unknown men on Kirani road was handed over to her heirs... 
    ",07/10/2016
Soldier killed in Mohmand blast,"GHALANAI: A security man was killed and five others were injured in two bomb blasts in the Mohmand tribal region on... 
    ",17/10/2016
"Two suspects killed, five arrested in search operation","GWADAR: Two suspected militants were killed and five others arrested by security personnel during a search operation... 
    ",17/10/2016
Two ‘militants’ killed in Quetta encounter,"QUETTA: Two suspected militants were killed and 11 arrested during combing operations launched by security forces in... 
    ",17/10/2016
Student’s killing in Valley condemned,"ISLAMABAD: Pakistan condemned on Saturday the killing of Javed Mir, a college student, in Badgam district, and... 
    ",23/10/2016
SC order sought for verification of five ‘murdered’ girls’ identity,"ISLAMABAD: The murder case of five Kohistan girls who figured in a video clip scandal of 2012 again came to ... 
    ",23/10/2016
Two held over Jacobabad suicide blast,"KARACHI: Sindh Rangers on Saturday arrested two suspected militants involved in the Muharram suicide bomb attack in... 
    ",23/10/2016
Four alleged militants killed,"GWADAR: Four suspected militants were killed and two personnel of Frontier Corps suffered injuries in a gun battle ... 
    ",03/11/2016
Three killed in ‘encounter’,"KARACHI: Pakistan Rangers Sindh on Wednesday night claimed to have killed three suspected militants in an... 
    ",10/11/2016
Man shot dead,"SWABI: A stenographer working at the Swabi DSP office was shot dead here on Wednesday. District Police Officer Javid... 
    ",10/11/2016
Kidnappers kill two,"QUETTA: Two men kidnapped from the Saangan area of Sibi district were found killed on Wednesday, while eight others... 
    ",24/11/2016
Security man dies in blast,"GHALANAI: A man of the local Khasadar force was killed on Wednesday as an improvised explosive device (IED) went off... 
    ",24/11/2016
Chaman border reopened after a day,"QUETTA: Pakistan on Saturday reopened the Friendship Gate on the Afghan border in Chaman which was closed on Friday... 
    ",11/12/2016
Chaman border reopened after a day,"QUETTA: Pakistan on Saturday reopened the Friendship Gate on the Afghan border in Chaman which was closed on Friday... 
    ",13/12/2016
Missing man found dead,"GWADAR: The bullet-riddled body of a missing man was found in the Mand Balo area of Kech district on Friday night.... 
    ",24/12/2016
Protest over unavailability of teachers,"GWADAR: Students of the Government Girls College in Turbat took to the streets on Tuesday in protest against... 
    ",11/01/2017
Policeman killed in attack,"KARACHI: A policeman was killed in an attack near his home here on Tuesday night. Officials said the 40-year-old... 
    ",11/01/2017
"‘Paranoid schizophrenic prisoner’ on death row to be hanged on 17th
","Khizar Hayat was sentenced to death in 2003 for shooting a fellow police officer. 
    ",11/01/2017
Four militants killed in ‘encounter’,"LAHORE: The Counter-Terrorism Department (CTD) of Punjab police killed four suspected militants during an... 
    ",18/01/2017
Border post fired at from Iranian side,"GWADAR: Shots were fired at a check-post of security forces in Panjgur from across the border in Iran on Saturday.... 
    ",22/01/2017
Two shot dead in Quetta,"QUETTA: Intruders killed two men in a house in Satellite Town here on Sunday night. Police said that armed men ... 
    ",23/01/2017
Five of a family among eight killed in accident,"BUNER: Eight passengers, among them five members of a family, were killed and two others suffered injuries when a... 
    ",23/01/2017
"Three FC men, six civilians injured in blast","PESHAWAR: Three security personnel and six civilians were injured in a roadside bomb blast targeting a Frontier ... 
    ",01/02/2017
Large caches of weapons seized in Gilgit-Baltistan; five arrested,"GILGIT: Large caches of weapons were seized and five people arrested in police actions in Diamer and Gilgit on... 
    ",03/02/2017
Six killed in accidents,"KHUZDAR: Six people were killed, including women and children, and seven others injuried in two traffic accidents in... 
    ",03/02/2017
Timeline of attacks on shrines in Pakistan,"March 19, 2005At least 35 people were killed and many injured when a suicide bomber attacked the shrine of Pir ... 
    ",17/02/2017
"Four policemen, civilian killed in firing","DERA ISMAIL KHAN: Four policemen and a civilian were killed when two attackers opened fire on a police van near a... 
    ",17/02/2017
Five injured in firing at Nadra office,"QUETTA: Five people were injured when the security guard of a private company opened fire after a scuffle with... 
    ",21/02/2017
"Boy, two militants killed in held Kashmir firefight","SRINAGAR: A teenage boy and two militants were killed in a firefight with government forces in India-held Kashmir on... 
    ",10/03/2017
Man shot dead in Panjgur,"GWADAR: A man was shot dead in Panjgur on Thursday. According to Levies officials, Abdul Ghafoor was shot dead while... 
    ",10/03/2017
Five terror suspects killed in DG Khan ‘encounter’,"LAHORE: Five suspected terrorists were killed in what is claimed to be an encounter and 53 others were arrested in... 
    ",18/03/2017
Girl killed in accident,"DERA MURAD JAMALI: A young girl was killed and two other persons suffered injuries when two trucks collided with ... 
    ",20/03/2017
Five killed in Balochistan road accidents,"QUETTA: Five people, among them four members of an Afghan family, were killed and four others injured in two road... 
    ",29/03/2017
Five tribesmen injured in clash,"DERA MURAD JAMALI: Five people were injured in a clash over an old enmity between two groups of Umrani and Mugheri... 
    ",29/03/2017
Rockets fired from Afghanistan land in Kurram,"PARACHINAR: Four rockets fired from across the Afghan border landed in two villages in Kurram Agency on Sunday.... 
    ",03/04/2017
Five Afghans killed in accident,"QUETTA: Five Afghan nationals were killed and two others injured in a head-on collision between a car and truck in... 
    ",03/04/2017
"Two killed, three hurt in road accidents","KHUZDAR: Two people were killed and two others injured in road accidents in Khuzdar and Lasbela districts on Sunday,... 
    ",04/04/2017
Five killed in accident,"QUETTA: Five people, among them a minor girl, were killed and 24 others injured on Wednesday when a passenger wagon... 
    ",06/04/2017
"Man dies, 7 hurt in accident","QUETTA: A man died and seven other people were injured in a collision between two passenger coaches in the Khanozai... 
    ",11/04/2017
Three ‘RAW agents’ nabbed in Poonch division,"They are suspected of being involved in engineering a bomb attack in front of a police station 
    ",15/04/2017
Suspect in murder of DIG’s son remanded in police custody,"KARACHI: The police guard who allegedly killed the only son of Pesha­war’s deputy inspector general of police in... 
    ",24/04/2017
Four soldiers lay down their lives in Mand,"GWADAR: Four soldiers laid down their lives and three others suffered injuries in a bomb attack on a Frontier Corps... 
    ",24/04/2017
10 Iranian border guards killed,"LONDON: Ten Iranian border guards were killed by militants in an attack on the frontier with Pakistan on Wednesday,... 
    ",27/04/2017
Five ‘militants’ killed in Mand encounter,"GWADAR: Five suspected militants were killed and two security officials suffered injuries in a fierce gun battle in... 
    ",28/04/2017
Five more arrested in Mardan case,"MARDAN: Police have arrested five more suspects in the Mashal Khan lynching case with the total number of detained... 
    ",29/04/2017
Over 100 injured as TV show stage collapses,"ISLAMABAD: Over 100 people were injured in an accident on Friday night during the recording of a television show,... 
    ",29/04/2017
Suspected militant killed in Pasni encounter,"QUETTA: A suspected militant was killed in an exchange of fire with security forces in Pasni on Sunday. According to... 
    ",01/05/2017
20 ‘criminals’ arrested  in Hub,"KHUZDAR: Police have rounded up 20 suspected criminals in a drive against anti-social elements in different areas of... 
    ",01/05/2017
Seven killed in attack on bank van in held Kashmir,"SRINAGAR: Seven people, including five policemen, were killed on Monday when suspected militants attacked a bank van... 
    ",02/05/2017
Three militants killed in cross-border attack on posts,"KARACHI: Three suspected militants were killed following an attack on some Pakistani posts from across the border in... 
    ",02/05/2017
Rangers man arrested at Karachi exam centre,"The man was arrested by police at the Government Pre­mier College for interfering in intermediate examination. 
    ",10/05/2017
Two FC men wounded in Afghan firing,"PARACHINAR: Two Frontier Corps soldiers were injured in firing by Afghan border security forces on a check-post in... 
    ",13/05/2017
Four more  convicted by military  courts hanged,"RAWALPINDI: Four men convicted of heinous offences relating to terrorism, including killing civilians, attacking... 
    ",18/05/2017
Man commits suicide,"GWADAR: A man committed suicide in the Nogdo area of Gwadar district on Monday. Police said the man identified as ... 
    ",23/05/2017
Parachinar blasts toll rises to 72,"PARACHINAR: Five more people injured in the deadly twin bomb explosions in Parachinar succumbed to their injuries on... 
    ",26/06/2017
Coalmine worker shot dead,"QUETTA: Armed men gunned down a coalmine worker and injured two others in the Marwar area of Bolan district on... 
    ",05/07/2017
Two policemen die in accident,"GWADAR: Two police personnel were killed and six other people, including two under trail prisoners, injured in a ... 
    ",10/07/2017
"Three terror suspects held, arms seized","QUETTA: Three suspected terrorists were arrested and a cache of arms and ammunition was seized in Quetta and Zhob on... 
    ",10/07/2017
Balochistan pays compensation money to heirs of nine workers from Sindh,"Seven of these men were among 20 labourers killed in an attack in Turbat on April 11, 2015. 
    ",19/07/2017
Two gunned down,"QUETTA: Two persons were killed and another was injured when unidentified gunmen opened fire on their vehicle in the... 
    ",19/07/2017
Four employees of Chinese firm kidnapped near Tank,"Unidentified gunmen abducted four employees of the Chinese company surveying gas reserves in the area. 
    ",10/08/2017
Boy killed in Karachi blast,"KARACHI: A boy was killed and four other people, including a girl, were injured in an explosion that took place near... 
    ",20/08/2017
Former militant among two killed in Pasni encounter,"GWADAR: Two suspects were killed in an encounter with police in Pasni on Tuesday night.According to official ... 
    ",30/08/2017
10 ‘militants’ killed in Harnai gun battle,"QUETTA: Ten suspected militants were killed on Thursday in a gun battle with security forces in a mountainous area ... 
    ",03/09/2017
Seven injured in Gwadar grenade attack,"GWADAR: Seven people, among them two children, were injured in a grenade attack here on Tuesday. Police said that... 
    ",06/09/2017
Journalist found dead,"KARACHI: A senior journalist was found dead in his apartment late on Monday night and police believed he died of... 
    ",03/10/2017
Couple killed for ‘honour’ in Kachhi district,"DARA MURAD JAM­ALI: A man killed his sister and her alleged paramour in the name of honour in the Balanari area of... 
    ",16/10/2017
Two suspected bandits killed in ‘encounter’,"KARACHI: Police claimed to have killed two suspected bandits in a ‘shoot-out’ near Super Highway on... 
    ",18/10/2017
Life term for man on blasphemy charge,"RAHIM YAR KHAN: A sessions judge has sentenced a man to life imprisonment on a charge of posting blasphemous content... 
    ",29/10/2017
"Imran accuses Zardari, Sharif of running mafias","PTI chief accuses Sharifs of getting people murdered through extrajudicial killings by police. 
    ",30/10/2017
Two ‘militants’ killed in Awaran,"QUETTA: Two suspected militants were killed as security forces launched an operation in the Jhao area of Awaran... 
    ",31/10/2017
"Two men, two women shot dead for honour","DERA MURAD JAMALI: Four people were gunned down in Bolan and Nasirabad on Monday, Levies said.Armed men killed a man... 
    ",28/11/2017
Two ‘militants’ killed in Awaran,"QUETTA: Two suspected militants were killed in a gun battle with security forces in Awaran district on... 
    ",15/12/2017
One shot dead near Quetta,"QUETTA: One person was killed and another injured in a firing incident in the Hazar Ganji area on the outskirts of... 
    ",06/01/2018
Six injured in Indian shelling,"MUZAFFARABAD: Six people, including three women and a policeman, were injured in Indian shelling from across the ... 
    ",28/01/2018
Mineworker killed,"QUETTA: A mineworker was killed and three others were injured when a trolley carrying coal fell on the workers in a... 
    ",06/02/2018
"11 killed in roof collapse after boiler explosion
","SUKKUR: Eleven people, including women and children, were killed and 12 others suffered injuries when the roof of a... 
    ",29/03/2018
"Man kills stepmother in Nasirabad
","DERA MURAD JA­MALI: A man shot dead his stepmother in Nasirabad district late on Tuesday evening.

Police said that... 
    ",25/04/2018
"Son of ex-MNA among three men shot dead
","MIRAMSHAH: Assail­ants killed the son of a former parliamentarian and two others in separate incidents in the ... 
    ",14/05/2018
"Protest against targeted killings continues in tribal areas
","Mirali residents continue protest against surge in target killings after 10 people killed over last one month. 
    ",15/05/2018
"Key LeJ leader among three terrorists killed in Killi Almas
","Suspected terrorist is believed to be involved in killing of over 100 people including Hazaras and policemen. 
    ",17/05/2018
"Five killed in accident
","QUETTA: Five people were killed and five others received serious injuries on Wednesday after a truck hit a pick-up ... 
    ",17/05/2018
"Eight killed as wagon falls  into ravine in Azad Kashmir
","MUZAFFARABAD: Eight people, including a woman, were killed and seven others wounded when a public 
transport vehicle... 
    ",04/06/2018
"Two journalists return after being kidnapped in Lahore
","LAHORE: Two journalists came under attack by unidentified men in Lahore cantonment area late on Tuesday night,... 
    ",07/06/2018
"Mother, son die in accident
","KHUZDAR: A woman and her son were killed and two other members of the family were injured when a Karachi-bound car... 
    ",22/06/2018
"One killed, 10 injured in Chaman blast
","QUETTA: One person was killed and 10 others, including two security personnel, were injured in an explosion in ... 
    ",13/08/2018
"CM Kamal promises to strengthen Balochistan police force
","The provincial police will be equipped with the latest weaponry, technology for the eradication of terrorism, crime. 
    ",26/08/2018
"Boy killed, parents hurt in car crash
","KHUZDAR: A five-year-old boy was killed and his mother and father were injured when their car overturned at... 
    ",17/09/2018
"Two die in Qilla Saifullah accident
","QUETTA: Two passengers died and six others sustained injuries when a Quetta-bound passenger coach overturned near ... 
    ",27/09/2018
"ASWJ leader gunned down in Peshawar
","Unidentified motorcyclists open fire on senior leader of banned sectarian organisation and his police guards. 
    ",05/10/2018
"Security man martyred
","GWADAR: A security man was martyred in an attack on a check-post in the Buleda area of Kech district on Thursday... 
    ",05/10/2018
"19 killed in bus collision near D.G. Khan
","DERA GHAZI KHAN: At least 19 people died and more than 30 others were injured when two passenger buses collided head... 
    ",22/10/2018
"Feuds leave five persons dead in Diamer
","GILGIT: Five people were killed and one was injured in separate incidents in Diamer district of Gilgit-Baltistan on... 
    ",24/10/2018
"Four men kidnapped, killed in North Waziristan
","Three employees of an oil exploration firm and an FC member killed by captors, police confirm. 
    ",24/10/2018
"Fire after vehicles’ collision leaves six dead in Bolan
","DERA MURAD JAMALI: Six people were burnt to death and four others injured in a head-on collision between a vehicle... 
    ",24/10/2018
"Two brothers among three shot dead
","QUETTA: Three people, including two brothers, were killed and another was injured in a firing incident in the... 
    ",24/10/2018
"Terrorist involved in D.I. Khan jailbreak killed
","Mohammad Abid shot dead in joint operation by CTD and police personnel. 
    ",25/10/2018
"Major, two sepoys martyred in ambush
","Militants ambush military convoy in Razmak area of North Waziristan tribal district. 
    ",13/11/2018
"Suspect arrested
","QUETTA: The Counter Terrorism Department on Mon­day arrested a man suspected to be involved in the Taftan suicide... 
    ",13/11/2018
"Two teenagers killed in Karachi blast
","KARACHI: Two teenagers were killed and eight other people injured in a roadside blast in the Quaidabad area of... 
    ",17/11/2018
"Three killed in accident near Lasbela
","KHUZDAR: Three people, among them a woman, were killed and 13 others injured when a passenger coach overturned on... 
    ",19/11/2018
"Schoolgirl dies in Turbat blast
","GWADAR: An eight-year-old girl was killed and 20 others received injuries on Wednesday when a cylinder exploded... 
    ",29/11/2018
"Nine killed in two road accidents
","QUETTA: Nine people were killed and 35 others injured in two road accidents in Chaman and Pishin on Thursday.

... 
    ",07/12/2018
"Girls among four killed in Chilas accident
","GILGIT: Four people of a family, including three teenage girls and a woman, were killed and four others were injured... 
    ",28/12/2018
"Man, robber killed in armed clash
","KASUR: A man and an alleged robber were killed in an exchange of fire during a robbery bid on Wednesday night at... 
    ",03/01/2019
"Two killed in wagon-truck collision
","KHUZDAR: Two people were killed and 16 others, including women and children, injured in a head-on collision between ... 
    ",11/01/2019
"Three killed in accident
","DERA MURAD JAMALI: Three people were killed in a road accident in the Kachhi district of Balochistan on Friday.... 
    ",19/01/2019
"Five ‘drug smugglers’ killed in Kech clash
","Official sources say both groups exchanged fire using automatic weapons. 
    ",02/02/2019
"Policeman gunned down in Karachi
","KARACHI: A police constable was shot dead ahead of the launching of a combing operation by law enforcers in Hijrat... 
    ",03/03/2019
"Complaints against police to be addressed on priority
","Balochistan IGP says Police Reforms Committee has given highest priority to addressing public complaints against police. 
    ",22/03/2019
"Mother, five children buried alive in roof collapse
","QUETTA: A woman and her five children — four sons and a daughter — were killed when the roof of their house... 
    ",26/03/2019
"Varsity official shot dead
","QUETTA: Armed men shot dead a senior official of the Balochistan University (BU) here on Tuesday. Police said the... 
    ",27/03/2019
"Two security men martyred in North Waziristan attacks
","According to official sources, militants opened fire on a checkpost in the Sheen Kandai area of Dattakhel tehsil. 
    ",30/04/2019
"SC urged to form judicial commission to probe Sahiwal incident
","Petitioner says performance of JIT constituted to investigate killing of four people is ‘doubtful’  
    ",01/05/2019
"Two coal miners, three FC men killed in attack, blast
","QUETTA: Five people — two coal miners and three personnel of the Fro­­ntier Corps — have been killed in an... 
    ",10/05/2019
"Policeman shot dead
","KHUZDAR: A traffic police sergeant was shot dead in Mastung town on Sunday night.  
    ",13/05/2019
"Man killed in Dasht accident
","DERA MURAD JAMALI: A man was killed and another injured in a road accident in Dasht town of Kharan district on... 
    ",27/05/2019
"Levies official, brother shot dead in Quetta
","QUETTA: A Levies official and his brother were shot dead in the busy Shahbaz town area on Wednesday. Police said... 
    ",13/06/2019
"‘Terrorist’ killed during raid
","QUETTA: A suspected terrorist was killed during a raid by personnel of the Counter-Terrorism Department (CTD) on a... 
    ",07/07/2019
"FIR registered in bicycle blast case
","The blast killed three people and injured 18 on Tuesday night. 
    ",25/07/2019
"Landslide kills three children in GB
","GILGIT: Three children were killed and two injured by landslide near Chilas on Thursday.

According to police and... 
    ",13/09/2019
"Policeman martyred in clash with ‘militants’
","QUETTA: A policeman was martyred and three others were injured in a clash with suspected militants in Loralai on... 
    ",01/10/2019
"Three shot dead in Diamer
","GILGIT: Three persons were killed and as many injured when a man opened fire on his opponents during the course of a... 
    ",19/10/2019
"Four killed in accident
","GWADAR: Four people were killed in a road accident in Panjgur district of Balochistan on Thursday. 

Sources said... 
    ",08/11/2019
"Man commits suicide after killing family
","QUETTA: A man reportedly committed suicide after killing his mother, wife and sister in Loralai.

According to... 
    ",11/11/2019
"Three injured in blast after gas leak
","QUETTA: Three people received burn injuries in a domestic gas leak blast here on Sunday.

According to police... 
    ",16/12/2019
"Global press freedom crackdown widened in 2019: IPI
","Police raids and arrests of journalists became rampant this year, says IPI.
 
    ",24/12/2019
